,Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
23387,Q103759,Cesária Évora,Cape Verdean singer,Female,Cape Verde,Artist,1941,2011,natural causes,70
23390,Q103767,Charlie Parker,American jazz saxophonist and composer,Male,United States,Artist,1920,1955,natural causes,35
23394,Q103774,Ravi Shankar,Indian sitar player (1920-2012),Male,India,Artist,1920,2012,natural causes,92
23402,Q103788,Mervyn LeRoy,"American film director, film producer and sometime actor (1900-1987)",Male,United States,Artist,1900,1987,natural causes,87
23423,Q103835,Peter Debye,Dutch-American physicist and physical chemist,Male,United States,Researcher,1884,1966,natural causes,82
23428,Q103846,Groucho Marx,American comedian,Male,United States,Artist,1890,1977,natural causes,87
23437,Q103866,Ralf Briese,German politician (1971-2011),Male,Germany,Politician,1971,2011,suicide,40
23442,Q103876,Peter O'Toole,British stage and film actor of Irish descent (1932-2013),Male,Ireland,Artist,1932,2013,natural causes,81
23447,Q103894,Alec Guinness,British actor (1914-2000),Male,United Kingdom,Artist,1914,2000,natural causes,86
23465,Q103949,Buster Keaton,American actor and filmmaker,Male,United States,Artist,1895,1966,natural causes,71
23490,Q104000,Lauren Bacall,American actress and model,Female,United States,Artist,1924,2014,natural causes,90
23506,Q104067,Eli Wallach,"American film, television and stage actor (1915-2014)",Male,United States,Artist,1915,2014,natural causes,99
23511,Q104081,Mickey Rooney,American film actor (1920-2014),Male,United States,Artist,1920,2014,natural causes,94
23521,Q104109,Mary Pickford,Canadian-American actress,Female,Canadas,Artist,1892,1979,natural causes,87
23528,Q104127,Douglas Fairbanks,"American actor, screenwriter, director, and producer (1883-1939)",Male,United States,Artist,1883,1939,natural causes,56
23538,Q104146,Deborah Kerr,Scottish film and television actress (1921-2007),Female,United Kingdom,Artist,1921,2007,natural causes,86
23540,Q104148,Vasily Smyslov,ruský šachista,Male,Russia,Athlete,1921,2010,natural causes,89
23549,Q104164,Karl Markus Michel,German writer+,Male,Germany,Artist,1929,2000,natural causes,71
23594,Q104259,Milan Mladenović,Serbian musician,Male,Socialist Federal Republic of Yugoslavia,Artist,1958,1994,natural causes,36
23604,Q104273,Báb,"Iranian prophet and founder of the religion Bábism, venerated in the Bahá'í Faith",Male,Qajar Iran,Preacher; manifestation of god; religious servant,1819,1850,capital punishment,31
23646,Q104340,Harold Lloyd,American film actor and producer (1893-1971),Male,United States,Artist,1893,1971,natural causes,78
23653,Q104358,Billie Holiday,American jazz singer,Female,United States,Artist,1915,1959,natural causes,44
23657,Q104372,Doris Day,"American actress, singer, and animal rights activist (1922-2019)",Female,United States,Artist,1922,2019,natural causes,97
23738,Q104554,Reinhard Lettau,German writer,Male,Germany,Artist,1929,1996,natural causes,67
23803,Q104718,Friedrich Gustav Jaeger,German resistance fighter (1895-1944),Male,Germany,Military personnel,1895,1944,capital punishment,49
23812,Q104737,Gitta Lind,German actor and singer (1925-1974),Female,Germany,Artist,1925,1974,natural causes,49
23833,Q104779,Simon van der Meer,Dutch physicist,Male,Netherlands,Researcher,1925,2011,natural causes,86
23836,Q104782,Matthias Kuhle,German geographer,Male,Germany,Teacher,1948,2015,accident,67
23842,Q104797,Leo Heinrichs,German priest,Male,Germany,Religious figure,1867,1908,homicide,41
23875,Q104865,Vladimir Komarov, cosmonaut,Male,Russia,Military personnel,1927,1967,accident,40
23906,Q104919,Gabriel Fauré,"French composer, organist, pianist and teacher",Male,France,Artist,1845,1924,natural causes,79
23923,Q104979,Ludwig Schwamb,German politician,Male,Germany,Lawyer,1890,1945,capital punishment,55
23936,Q105003,Amadeus August,German actor (1942-1992),Male,Germany,Artist,1942,1992,natural causes,50
23943,Q105017,Wolfgang Grönebaum,actor (1927-1998),Male,Germany,Artist,1927,1998,natural causes,71
23979,Q105087,Siegfried Wischnewski,German actor,Male,Germany,Artist,1922,1989,natural causes,67
23995,Q105114,Günter Pfitzmann,actor (1924-2003),Male,Germany,Artist,1924,2003,natural causes,79
23996,Q105118,Sidney Sheldon,American writer (1917-2007),Male,United States,Artist,1917,2007,natural causes,90
24079,Q105318,Richard von Frankenberg,German journalist and racing driver,Male,Germany,Journalist,1922,1973,accident,51
24081,Q105322,Theo Berger,German criminal,Male,Germany,Criminal,1941,2003,suicide,62
24093,Q105349,Oscar Peterson,"Canadian jazz pianist, band leader, composer",Male,Canada,Artist,1925,2007,natural causes,82
24152,Q105460,John Denver,"American singer, songwriter, activist, and humanitarian (1943-1997)",Male,United States,Artist,1943,1997,accident,54
24168,Q105487,Maurice Jarre,French composer,Male,France,Artist,1924,2009,natural causes,85
24171,Q105494,Ralph Steinman,Canadian immunologist and cell biologist,Male,Canadas,Researcher,1943,2011,natural causes,68
24172,Q105495,Hans Bartsch von Sigsfeld,German design engineer,Male,Germany,Engineer,1861,1902,accident,41
24205,Q105589,Paul Morphy,American chess player,Male,United States,Athlete,1837,1884,strain,47
24225,Q105626,Andreas Matthae,German politician (1968-2004),Male,Germany,Politician,1968,2004,suicide,36
24250,Q105681,Helga Feddersen,German actress,Female,Germany,Artist,1930,1990,natural causes,60
24266,Q105719,Jean Harlow,American film actress (1911-1937),Female,United States,Artist,1911,1937,natural causes,26
24285,Q105756,John Updike,"American novelist, poet, short story writer, art critic, and literary critic",Male,United States,Artist,1932,2009,natural causes,77
24320,Q105830,Baruch Samuel Blumberg,American doctor,Male,United States,Researcher,1925,2011,natural causes,86
24351,Q105896,Werner Veigel,German journalist,Male,Germany,Journalist,1928,1995,natural causes,67
24355,Q105901,Dorrit Weixler,German actress,Female,Germany,Artist,1892,1916,suicide,24
24362,Q105912,Hermann Iseke,German doctor,Male,Germany,Artist,1856,1907,natural causes,51
24379,Q105937,Wendell Meredith Stanley,American biochemist,Male,United States,Researcher,1904,1971,natural causes,67
24387,Q105948,Erika von Brockdorff,German resistance fighter against the  régime,Female,Germany,Resistance fighter; spy,1911,1943,capital punishment,32
24393,Q105960,William Powell,American actor,Male,United States,Artist,1892,1984,natural causes,92
24408,Q105987,Charles Boyer,actor (1899-1978),Male,France,Artist,1899,1978,suicide,79
24417,Q106001,Maurice Chevalier,"French actor, singer and entertainer",Male,France,Artist,1888,1972,natural causes,84
24437,Q106057,Yves Montand,French-Italian actor and singer,Male,Italy,Artist,1921,1991,natural causes,70
24440,Q106062,Dominik Brunner,"German businessman, murder victim",Male,Germany,Businessperson,1959,2009,homicide,50
24441,Q106064,Siegfried Graetschus,German extermination camp guard (1916-1943),Male,Germany,Politician,1916,1943,homicide,27
24475,Q106126,Simone Signoret,French actress,Female,Germany,Artist,1921,1985,natural causes,64
24502,Q106164,João Bernardo Vieira,Prime Minister of Guinea-Bissau (1939-2009),Male,Guinea-Bissau,Politician,1939,2009,homicide,70
24515,Q106192,Hans Albin Freiherr von Reitzenstein,SS officer,Male,Germany,Military personnel,1911,1943,suicide,32
24530,Q106221,James Horner,film composer and conductor,Male,United States,Artist,1953,2015,accident,62
24533,Q106225,Jean Yanne,French actor (1933-2003),Male,France,Artist,1933,2003,natural causes,70
24534,Q106226,Karl Ludwig Freiherr von und zu Guttenberg,German noble,Male,Germany,Artist,1902,1945,capital punishment; homicide,43
24540,Q106235,Hans-Dietrich Genscher,German politician and member of the Free Democratic Party (1927-2016),Male,Germany,Artist,1927,2016,natural causes,89
24548,Q106248,Lilli Henoch,Track and field athlete,Female,Germany,Athlete,1899,1942,homicide,43
24572,Q106326,Jean-Claude Brialy,French actor and director,Male,France,Artist,1933,2007,natural causes,74
24600,Q106391,Ellis Kaut,German author of children's books (1920-2015),Female,Germany,Artist,1920,2015,natural causes,95
24603,Q106399,John Howard Northrop,American biochemist,Male,United States,Researcher,1891,1987,suicide,96
24618,Q106443,Annie Girardot,French actress,Female,France,Artist,1931,2011,natural causes,80
24632,Q106481,Alan Rickman,"English film, television and stage actor, graphic designer (1946-2016)",Male,United Kingdom,Artist,1946,2016,natural causes,70
24633,Q106482,Philippe Noiret,French actor (1930-2006),Male,France,Artist,1930,2006,natural causes,76
24645,Q106513,Richard Sonnenfeldt,German translator,Male,United States,Translator,1923,2009,natural causes,86
24692,Q106624,Ahmed Zewail,Egyptian scientist and Nobel Prize in Chemistry recipient,Male,United States,Researcher,1946,2016,natural causes,70
24694,Q106627,Virna Lisi,Italian actress (1936-2014),Female,Italy,Artist,1936,2014,natural causes,78
24710,Q106655,May Ayim,German poet,Female,Germany,Artist,1960,1996,suicide,36
24717,Q106669,Claude Sautet,French film director,Male,France,Artist,1924,2000,natural causes,76
24752,Q106740,Dorothy L. Sayers,"English crime writer, playwright, essayist and Christian writer",Female,United Kingdom,Artist,1893,1957,natural causes,64
24753,Q106743,Fernando Rey,Spanish actor (1917–1994),Male,Spain,Artist,1917,1994,natural causes,77
24754,Q106746,Richard Smalley,American chemist,Male,United States,Researcher,1943,2005,natural causes,62
24766,Q106775,Richard Harris,"Irish actor, singer, film director and writer",Male,Ireland,Athlete,1930,2002,natural causes,72
24791,Q106829,Karl Bonhoeffer,German psychiatrist,Male,Germany,Teacher,1868,1948,natural causes,80
24824,Q106907,Giulietta Masina,Italian actress,Female,Italy,Artist,1921,1994,natural causes,73
24831,Q106919,Silvana Mangano,Italian actress,Female,Italy,Artist,1930,1989,natural causes,59
24835,Q106927,Mariangela Melato,"Italian theatre, film and television actress",Female,Italy,Artist,1941,2013,natural causes,72
24870,Q106988,Pier Angeli,actress (1932-1971),Female,Italy,Artist,1932,1971,suicide,39
24872,Q106993,Wolfgang Willrich,German painter (1897-1948),Male,Germany,Artist,1897,1948,natural causes,51
24877,Q107002,Evelyn Waugh,British writer,Male,United Kingdom,Artist,1903,1966,natural causes,63
24881,Q107008,Count Basie,"American jazz musician, bandleader, and composer (1904-1984)",Male,United States,Artist,1904,1984,natural causes,80
24901,Q107067,Jagjit Singh,Indian Ghazal singer,Male,India,Artist,1941,2011,natural causes,70
24914,Q107089,Robert Enke,German association football player (1977-2009),Male,Germany,Athlete,1977,2009,suicide,32
24932,Q107130,Rajesh Khanna,Indian actor (1942–2012),Male,India,Artist,1942,2012,natural causes,70
24935,Q107133,Hans von Hößlin,German military personnel,Male,Germany,Military personnel,1880,1947,capital punishment,67
25011,Q107287,Michael Beer,German poet,Male,Germany,Artist,1800,1833,natural causes,33
25012,Q107288,Liliʻuokalani,last monarch of the Kingdom of Hawaii,Female,United States,Artist,1838,1917,natural causes,79
25055,Q107416,Martin Lewis Perl,American scientist,Male,United States,Researcher,1927,2014,natural causes,87
25058,Q107432,Charles Mingus,"American jazz double bassist, composer and bandleader",Male,United States,Artist,1922,1979,natural causes,57
25092,Q107516,Ernst Christian Walz,German classical philologist,Male,Germany,Researcher,1802,1857,suicide,55
25153,Q107651,Hanns Lothar,actor,Male,Germany,Artist,1929,1967,natural causes,38
25157,Q107656,Jean Simmons,British-American actress,Female,United States,Artist,1929,2010,natural causes,81
25163,Q107667,John Young,"American astronaut, naval officer, test pilot and aeronautical engineer",Male,United States,Military personnel,1930,2018,natural causes,88
25172,Q107683,Ulrich Schamoni,German film director,Male,Germany,Artist,1939,1998,natural causes,59
25176,Q107691,Csilla von Boeselager,German baroness,Female,Hungary,Researcher,1941,1994,natural causes,53
25197,Q107729,Arno Assmann,German actor,Male,Germany,Artist,1908,1979,suicide,71
25203,Q107743,Walter Bluhm,German actor (1907-1976),Male,Germany,Artist,1907,1976,natural causes,69
25206,Q107750,Franz Stuhlmann,German zoologist,Male,Germany,Researcher,1863,1928,natural causes,65
25247,Q107853,Hans Otfried von Linstow,German Army officer,Male,Germany,Military personnel,1899,1944,capital punishment,45
25248,Q107854,Heinrich Kroll,German flying ace,Male,Germany,Fighter pilot,1894,1930,natural causes,36
25263,Q107882,Ralph Burkei,German television producer (1956-2008),Male,Germany,Politician,1956,2008,homicide,52
25265,Q107886,Walter Brugmann,German architect,Male,Germany,Architect,1887,1944,Eastern Front of World War II,57
25271,Q107892,Max Blancke,médicu alemán (1909–1945),Male,Germany,Physician,1909,1945,suicide,36
25289,Q107923,Adolf Zutter,"German SS officer and convicted war criminal, adjutant to the commandant of Mauthausen concentration camp (1889-1947)",Male,Germany,Politician,1889,1947,capital punishment,58
25290,Q107926,Ida Schreiter,German concentration camp guard,Female,Germany,Concentration camp guard,1912,1948,capital punishment,36
25305,Q107957,Alexander Haig,former U.S. Secretary of State and U.S. Army general (1924-2010),Male,United States,Politician,1924,2010,natural causes,86
25383,Q108089,Cora Berliner,German economist,Female,Kingdom of Prussia,Businessperson,1890,1942,capital punishment,52
25393,Q108112,Rainer Feist,German admiral,Male,Germany,Military personnel,1945,2007,natural causes,62
25405,Q108141,Kurt Schlosser,German activist,Male,Germany,Joiner; resistance fighter; mountaineer,1900,1944,capital punishment,44
25417,Q108170,Bruno Tesch,German antifascist,Male,Germany,Plumber,1913,1933,capital punishment,20
25510,Q108352,Emil Starkenstein,czech pharmacologist,Male,Germany,Teacher,1884,1942,capital punishment,58
25516,Q108366,Gregory Peck,American actor,Male,United States,Artist,1916,2003,natural causes,87
25524,Q108382,Erich Franz Eugen Bracht,German pathologist and gynecologist,Male,Germany,Gynaecologist; pathologist,1882,1969,natural causes,87
25552,Q108460,Wolfgang Steinitz,German ethnologist (1905-1967),Male,Germany,Politician,1905,1967,natural causes,62
25559,Q108472,Alfred Stelzner,German composer,Male,Germany,Artist,1852,1906,suicide,54
25576,Q108510,James Garner,American film and television actor (1928-2014),Male,United States,Artist,1928,2014,natural causes,86
25621,Q108597,Dave Brubeck,American jazz pianist and composer,Male,United States,Artist,1920,2012,natural causes,92
25626,Q108605,Joachim Sadrozinski,German Army officer and member of anti-Hitler plot,Male,Germany,Military personnel,1907,1944,capital punishment,37
25633,Q108617,Walter Bockmayer,"German film director, screenwriter and actor",Male,Germany,Artist,1948,2014,natural causes,66
25650,Q108647,Jason Raize,American actor and singer,Male,United States,Artist,1975,2004,suicide,29
25684,Q108706,Fritz Seidler,políticu alemán (1907–1945),Male,Germany,Politician,1907,1945,suicide,38
25714,Q108780,Richard Drauz,German politician (1894-1946),Male,Germany,Politician,1894,1946,capital punishment,52
25727,Q108807,Bent Larsen,Danish chess grandmaster and author,Male,Denmark,Athlete,1935,2010,natural causes,75
25758,Q108854,Ernst von Harnack,German politician and resistance fighter (1888-1945),Male,Germany,Politician,1888,1945,capital punishment,57
